"Date","Price","Open","High","Low","Vol.","Change %"
"03-04-2019","474.50","476.65","481.50","470.75","706.22K","0.05%"
"02-04-2019","474.25","480.00","482.70","470.05","1.08M","-0.40%"
"01-04-2019","476.15","476.90","484.45","470.00","1.03M","0.79%"
"29-03-2019","472.40","466.05","479.70","465.30","1.38M","1.43%"
"28-03-2019","465.75","462.00","469.70","458.20","1.13M","1.33%"
"27-03-2019","459.65","452.00","469.35","448.55","3.64M","3.10%"
"26-03-2019","445.85","438.95","447.65","437.45","876.77K","2.10%"
"25-03-2019","436.70","439.85","441.35","434.45","564.80K","-1.23%"
"22-03-2019","442.15","443.90","449.75","436.25","1.49M","0.05%"
"20-03-2019","441.95","450.00","452.70","438.50","1.20M","-1.46%"
"19-03-2019","448.50","442.00","455.95","439.20","2.17M","2.64%"
"18-03-2019","436.95","440.30","442.85","434.00","1.05M","-0.09%"
"15-03-2019","437.35","446.55","449.90","434.90","1.97M","-2.65%"
"14-03-2019","449.25","440.90","456.95","438.30","1.38M","2.22%"
"13-03-2019","439.50","448.00","449.40","436.50","966.23K","-1.81%"
"12-03-2019","447.60","447.00","452.90","441.85","1.42M","0.82%"
"11-03-2019","443.95","432.90","446.80","432.90","928.63K","2.61%"
"08-03-2019","432.65","441.40","442.70","430.70","900.85K","-1.45%"
"07-03-2019","439.00","441.35","451.45","436.05","1.71M","0.18%"
"06-03-2019","438.20","439.85","444.80","430.20","1.48M","0.34%"
"05-03-2019","436.70","433.00","439.55","431.25","1.11M","0.68%"
"01-03-2019","433.75","422.10","437.00","422.10","1.37M","3.05%"
"28-02-2019","420.90","419.30","423.80","416.05","1.00M","1.54%"
"27-02-2019","414.50","420.50","424.00","408.65","1.13M","-0.49%"
"26-02-2019","416.55","412.00","421.10","405.25","1.27M","-0.60%"
"25-02-2019","419.05","421.50","427.70","417.00","990.22K","-0.08%"
"22-02-2019","419.40","425.10","426.20","416.70","1.48M","0.00%"
"21-02-2019","419.40","409.50","424.70","408.65","1.69M","2.43%"
"20-02-2019","409.45","408.00","411.95","404.00","1.43M","1.32%"
"19-02-2019","404.10","410.50","413.00","402.85","1.26M","-1.04%"
"18-02-2019","408.35","401.50","416.90","398.45","2.13M","1.54%"
"15-02-2019","402.15","409.45","409.70","392.20","1.88M","-1.67%"
"14-02-2019","409.00","403.00","414.15","400.10","1.36M","0.85%"
"13-02-2019","405.55","414.80","421.00","400.10","1.69M","-1.63%"
"12-02-2019","412.25","401.80","417.85","400.00","1.49M","2.54%"
"11-02-2019","402.05","419.00","419.00","397.20","1.74M","-4.25%"
"08-02-2019","419.90","428.70","430.10","415.45","1.62M","-2.17%"
"07-02-2019","429.20","417.05","432.00","413.30","2.33M","2.96%"
"06-02-2019","416.85","427.90","433.45","402.50","3.90M","-1.16%"
"05-02-2019","421.75","436.00","438.85","406.70","2.51M","-3.32%"
"04-02-2019","436.25","443.05","455.90","431.30","1.84M","-2.14%"
"01-02-2019","445.80","463.70","465.00","439.20","2.51M","-3.37%"
"31-01-2019","461.35","482.75","484.90","456.50","2.49M","-3.24%"
"30-01-2019","476.80","492.80","512.10","471.20","4.19M","-2.81%"
"29-01-2019","490.60","504.50","543.00","480.00","10.99M","-2.76%"
"28-01-2019","504.50","511.00","516.80","492.35","1.19M","-2.72%"
"25-01-2019","518.60","532.00","537.30","510.40","1.05M","-2.31%"
"24-01-2019","530.85","531.00","544.10","523.50","1.86M","-0.12%"
"23-01-2019","531.50","546.00","548.50","520.50","2.60M","-3.06%"
"22-01-2019","548.30","512.00","551.40","508.45","3.12M","6.52%"
"21-01-2019","514.75","519.50","526.75","512.00","929.53K","-0.48%"
"18-01-2019","517.25","527.30","529.40","504.50","1.68M","-2.11%"
"17-01-2019","528.40","525.00","531.00","521.45","1.13M","0.60%"
"16-01-2019","525.25","518.00","532.55","514.60","2.11M","2.10%"
"15-01-2019","514.45","519.55","528.50","511.35","3.56M","-1.07%"
"14-01-2019","520.00","480.40","522.35","480.40","7.45M","8.18%"
"11-01-2019","480.70","480.00","482.35","473.00","643.71K","0.14%"
"10-01-2019","480.05","479.80","483.00","470.20","1.48M","0.79%"
"09-01-2019","476.30","466.15","481.00","464.15","1.50M","2.24%"
"08-01-2019","465.85","455.00","468.80","453.95","1.00M","2.53%"
"07-01-2019","454.35","461.00","465.90","450.50","673.78K","-0.65%"
"04-01-2019","457.30","458.00","460.20","448.25","890.77K","0.22%"
"03-01-2019","456.30","460.00","462.90","455.00","706.43K","-0.46%"
"02-01-2019","458.40","465.10","469.95","453.65","727.61K","-1.66%"
"01-01-2019","466.15","463.30","471.60","460.90","709.21K","1.12%"
"31-12-2018","461.00","464.90","468.70","457.15","522.92K","-0.76%"
"28-12-2018","464.55","457.05","469.65","457.05","664.97K","1.76%"
"27-12-2018","456.50","463.30","464.15","455.25","820.28K","-0.66%"
"26-12-2018","459.55","454.70","463.00","446.50","877.55K","0.52%"
"24-12-2018","457.15","461.00","468.65","452.50","994.89K","-0.77%"
"21-12-2018","460.70","470.50","473.45","458.30","686.17K","-2.07%"
"20-12-2018","470.45","465.60","474.50","463.25","874.76K","0.36%"
"19-12-2018","468.75","477.70","488.00","465.50","1.95M","-0.81%"
"18-12-2018","472.60","464.50","474.30","462.65","613.59K","1.11%"
"17-12-2018","467.40","463.05","475.90","461.80","1.03M","0.66%"
"14-12-2018","464.35","461.00","471.00","456.60","1.01M","0.43%"
"13-12-2018","462.35","479.00","479.00","454.40","1.90M","-0.13%"
"12-12-2018","462.95","459.50","473.65","453.40","1.67M","0.79%"
"11-12-2018","459.30","418.00","463.35","418.00","2.33M","6.59%"
"10-12-2018","430.90","439.00","443.00","428.35","693.45K","-3.67%"
"07-12-2018","447.30","451.70","459.60","437.00","1.23M","-0.57%"
"06-12-2018","449.85","464.80","466.80","446.20","1.16M","-4.24%"
"05-12-2018","469.75","459.00","471.50","449.05","2.22M","2.06%"
"04-12-2018","460.25","472.50","488.80","458.00","2.51M","-3.20%"
"03-12-2018","475.45","488.00","489.00","471.40","1.29M","-2.10%"
"30-11-2018","485.65","453.90","490.90","453.85","3.37M","7.01%"
"29-11-2018","453.85","444.00","455.95","441.00","767.93K","2.26%"
"28-11-2018","443.80","448.00","452.50","437.65","849.08K","-0.73%"
"27-11-2018","447.05","453.45","461.00","441.30","1.34M","-1.41%"
"26-11-2018","453.45","452.55","456.40","436.05","979.74K","0.89%"
"22-11-2018","449.45","459.85","463.00","447.95","584.65K","-2.01%"
"21-11-2018","458.65","464.70","473.60","455.50","1.29M","-0.10%"
"20-11-2018","459.10","456.50","465.50","454.00","516.28K","-0.39%"
"19-11-2018","460.90","465.00","471.10","453.40","1.06M","-0.81%"
"16-11-2018","464.65","459.45","476.80","458.65","1.41M","1.51%"
"15-11-2018","457.75","459.00","466.40","454.10","766.74K","-0.08%"
"14-11-2018","458.10","458.00","473.70","453.05","1.30M","-0.63%"
"13-11-2018","461.00","459.00","469.30","445.50","1.04M","-0.35%"
"12-11-2018","462.60","481.00","482.40","459.35","1.16M","-2.98%"
"09-11-2018","476.80","429.00","482.00","429.00","4.37M","11.35%"
"07-11-2018","428.20","431.00","432.00","426.50","88.15K","-0.37%"
"06-11-2018","429.80","429.90","434.80","423.30","890.89K","0.30%"
"05-11-2018","428.50","422.00","438.25","422.00","1.50M","2.06%"
"02-11-2018","419.85","429.80","434.40","417.50","1.17M","-1.32%"
"01-11-2018","425.45","424.10","432.75","422.50","933.88K","0.27%"
"31-10-2018","424.30","415.55","431.50","393.00","5.05M","2.65%"
"30-10-2018","413.35","423.15","423.20","409.25","664.54K","-1.83%"
"29-10-2018","421.05","402.00","423.20","399.60","1.08M","5.37%"
"26-10-2018","399.60","394.45","406.95","390.15","993.59K","1.31%"
"25-10-2018","394.45","404.80","407.95","391.20","1.10M","-3.60%"
"24-10-2018","409.20","409.00","417.90","402.10","832.88K","0.70%"
"23-10-2018","406.35","416.10","423.60","402.55","849.25K","-3.39%"
"22-10-2018","420.60","428.70","431.70","418.65","633.10K","-0.71%"
"19-10-2018","423.60","427.00","437.75","416.25","720.42K","-2.33%"
"17-10-2018","433.70","442.00","447.60","430.40","1.05M","-1.17%"
"16-10-2018","438.85","440.35","443.70","432.30","591.95K","0.75%"
"15-10-2018","435.60","430.00","440.00","428.75","844.90K","1.44%"
"12-10-2018","429.40","428.55","435.00","420.10","1.10M","0.67%"
"11-10-2018","426.55","420.00","443.40","413.55","1.07M","-1.50%"
"10-10-2018","433.05","426.60","436.35","423.90","1.35M","1.10%"
"09-10-2018","428.35","407.00","431.80","406.00","1.90M","5.04%"
"08-10-2018","407.80","421.75","428.85","395.70","1.68M","-3.22%"
"05-10-2018","421.35","417.35","431.70","410.00","1.44M","-0.66%"
"04-10-2018","424.15","443.00","447.30","419.50","1.86M","-5.15%"
"03-10-2018","447.20","441.00","461.75","435.50","1.63M","0.64%"
"01-10-2018","444.35","432.00","446.25","414.05","1.88M","2.17%"
"28-09-2018","434.90","463.90","467.50","431.20","1.91M","-5.90%"
"27-09-2018","462.15","479.00","479.50","456.90","2.03M","-3.90%"
"26-09-2018","480.90","467.00","483.50","466.50","1.47M","3.50%"
"25-09-2018","464.65","464.60","478.50","446.00","2.25M","-0.66%"
"24-09-2018","467.75","500.00","501.60","462.50","1.64M","-6.04%"
"21-09-2018","497.80","499.00","510.90","442.50","3.99M","1.63%"
"19-09-2018","489.80","492.00","502.00","472.35","4.29M","-1.69%"
"18-09-2018","498.20","510.75","516.55","493.95","1.65M","-2.05%"
"17-09-2018","508.65","496.90","517.00","491.20","3.49M","2.07%"
"14-09-2018","498.35","500.50","505.00","495.15","1.28M","0.22%"
"12-09-2018","497.25","490.70","502.00","479.50","1.88M","1.35%"
"11-09-2018","490.65","495.95","504.80","487.00","1.68M","-0.21%"
"10-09-2018","491.70","502.00","512.20","487.60","1.53M","-3.00%"
"07-09-2018","506.90","500.25","511.00","492.60","2.00M","1.16%"
"06-09-2018","501.10","490.85","504.40","489.15","1.95M","2.45%"
"05-09-2018","489.10","475.70","494.50","475.70","2.40M","1.92%"
"04-09-2018","479.90","500.80","501.60","476.45","1.86M","-3.88%"
"03-09-2018","499.25","498.00","512.95","495.00","3.13M","0.53%"
"31-08-2018","496.60","491.05","499.40","488.00","2.50M","1.35%"
"30-08-2018","490.00","481.50","495.00","481.50","2.10M","1.98%"
"29-08-2018","480.50","477.70","489.00","472.80","1.66M","0.53%"
"28-08-2018","477.95","483.60","486.50","474.05","1.84M","-0.68%"
"27-08-2018","481.20","487.00","487.00","472.75","1.96M","-0.15%"
"24-08-2018","481.90","478.00","483.50","463.00","2.76M","0.68%"
"23-08-2018","478.65","479.55","491.15","473.70","5.61M","2.31%"
"21-08-2018","467.85","454.00","471.90","452.00","4.43M","3.68%"
"20-08-2018","451.25","454.60","463.30","446.35","3.35M","0.48%"
"17-08-2018","449.10","436.00","452.90","432.05","5.28M","4.01%"
"16-08-2018","431.80","419.35","434.40","415.10","2.97M","2.74%"
"14-08-2018","420.30","416.00","423.80","404.05","2.13M","1.41%"
"13-08-2018","414.45","408.90","420.50","403.30","1.91M","0.75%"
"10-08-2018","411.35","425.50","428.30","407.30","2.44M","-2.95%"
"09-08-2018","423.85","416.30","435.00","416.30","6.54M","2.17%"
"08-08-2018","414.85","393.40","423.90","376.60","12.95M","5.72%"
"07-08-2018","392.40","402.00","404.20","389.35","1.23M","-1.91%"
"06-08-2018","400.05","396.05","405.00","394.65","1.94M","1.70%"
"03-08-2018","393.35","395.00","407.45","385.20","2.75M","-0.47%"
"02-08-2018","395.20","384.75","402.65","383.10","3.64M","3.05%"
"01-08-2018","383.50","386.50","394.00","380.65","1.24M","-0.27%"
"31-07-2018","384.55","393.50","396.35","382.25","2.15M","-1.78%"
"30-07-2018","391.50","359.95","394.35","358.65","4.76M","8.87%"
"27-07-2018","359.60","351.00","365.00","351.00","952.91K","1.20%"
"26-07-2018","355.35","364.70","369.30","353.55","1.61M","-1.77%"
"25-07-2018","361.75","364.90","367.90","357.40","894.38K","-0.84%"
"24-07-2018","364.80","361.65","369.35","360.50","981.26K","0.68%"
"23-07-2018","362.35","347.90","363.90","346.00","1.54M","4.70%"
"20-07-2018","346.10","342.20","349.45","340.20","1.09M","1.14%"
"19-07-2018","342.20","352.85","356.70","340.10","1.54M","-2.94%"
"18-07-2018","352.55","363.00","364.35","345.00","1.66M","-2.07%"
"17-07-2018","360.00","356.40","363.95","348.95","1.30M","1.84%"
"16-07-2018","353.50","373.90","373.90","351.50","1.37M","-5.30%"
"13-07-2018","373.30","369.40","378.65","363.00","3.03M","1.22%"
"12-07-2018","368.80","386.00","387.00","366.10","2.53M","-3.70%"
"11-07-2018","382.95","397.80","399.85","379.50","1.94M","-4.01%"
"10-07-2018","398.95","405.90","408.45","395.00","1.33M","-1.09%"
"09-07-2018","403.35","408.85","412.70","402.40","1.47M","-0.23%"
"06-07-2018","404.30","407.00","411.60","400.55","1.70M","-0.43%"
"05-07-2018","406.05","412.70","420.00","403.20","3.00M","-1.12%"
"04-07-2018","410.65","396.40","414.45","394.75","4.61M","3.44%"
"03-07-2018","397.00","393.00","402.20","389.20","3.16M","2.21%"
"02-07-2018","388.40","394.90","404.90","382.70","2.71M","-1.56%"
"29-06-2018","394.55","397.95","401.40","390.10","2.45M","0.90%"
"28-06-2018","391.05","372.80","396.90","365.65","5.06M","4.99%"
"27-06-2018","372.45","388.20","389.00","368.00","2.47M","-3.28%"
"26-06-2018","385.10","392.00","394.75","383.20","1.88M","-1.96%"
"25-06-2018","392.80","394.80","403.50","391.10","2.99M","-0.51%"
"22-06-2018","394.80","395.05","402.95","383.60","6.78M","0.47%"
"21-06-2018","392.95","412.00","415.15","388.05","4.63M","-4.48%"
"20-06-2018","411.40","413.00","422.00","407.55","4.59M","-0.05%"
"19-06-2018","411.60","406.60","419.75","406.50","8.22M","1.48%"
"18-06-2018","405.60","392.15","414.40","388.35","13.33M","3.40%"
"15-06-2018","392.25","370.95","397.60","367.25","14.99M","6.53%"
"14-06-2018","368.20","358.40","371.80","352.50","6.54M","2.73%"
"13-06-2018","358.40","368.50","373.50","356.20","4.58M","-1.38%"
"12-06-2018","363.40","367.00","369.00","350.25","12.47M","3.89%"
"11-06-2018","349.80","362.35","370.00","346.40","6.27M","-2.17%"
"08-06-2018","357.55","340.00","399.35","333.35","17.34M","2.95%"
"07-06-2018","347.30","357.00","361.50","341.20","2.08M","-2.77%"
"06-06-2018","357.20","358.00","363.00","351.45","1.60M","-1.56%"
"05-06-2018","362.85","366.25","371.70","352.35","2.16M","-2.76%"
"04-06-2018","373.15","385.60","388.90","367.00","2.63M","-3.22%"
"01-06-2018","385.55","403.00","409.55","383.10","1.81M","-4.04%"
"31-05-2018","401.80","417.00","418.00","397.75","2.33M","-2.81%"
"30-05-2018","413.40","411.80","423.30","406.35","1.91M","-1.20%"
"29-05-2018","418.40","423.75","433.00","383.10","9.07M","-1.17%"
"28-05-2018","423.35","418.95","429.90","414.90","1.91M","1.69%"
"25-05-2018","416.30","418.40","424.00","407.30","3.22M","0.91%"
"24-05-2018","412.55","412.00","429.85","402.55","7.31M","2.32%"
"23-05-2018","403.20","396.00","440.50","396.00","24.06M","2.84%"
"22-05-2018","392.05","345.20","409.20","342.00","19.68M","14.97%"
"21-05-2018","341.00","382.00","388.25","333.30","17.14M","-11.90%"
"18-05-2018","387.05","506.70","506.70","378.20","11.02M","-23.06%"
"17-05-2018","503.05","500.00","518.00","499.50","660.65K","0.76%"
"16-05-2018","499.25","505.50","509.65","492.00","362.38K","-1.24%"
"15-05-2018","505.50","510.00","520.00","500.05","418.64K","-1.59%"
"14-05-2018","513.65","536.00","538.00","506.50","592.56K","-3.55%"
"11-05-2018","532.55","528.80","536.00","514.10","880.92K","0.93%"
"10-05-2018","527.65","577.00","577.90","516.00","1.63M","-7.91%"
"09-05-2018","572.95","546.20","578.00","544.60","1.62M","3.80%"
"08-05-2018","552.00","555.00","561.70","547.05","485.01K","-0.47%"
"07-05-2018","554.60","585.00","591.40","535.50","1.23M","-5.40%"
"04-05-2018","586.25","604.00","606.75","584.00","348.50K","-3.08%"
"03-05-2018","604.90","628.65","628.65","602.50","261.57K","-3.47%"
"02-05-2018","626.65","644.80","644.95","622.00","251.99K","-1.70%"
"30-04-2018","637.50","643.95","643.95","628.55","277.19K","0.18%"
"27-04-2018","636.35","640.80","645.00","633.25","253.97K","-0.69%"
"26-04-2018","640.80","642.30","645.00","631.00","426.50K","0.45%"
"25-04-2018","637.90","648.00","653.05","634.85","378.61K","-1.43%"
"24-04-2018","647.15","651.90","658.90","641.45","503.44K","-0.17%"
"23-04-2018","648.25","637.95","653.00","634.10","469.46K","2.26%"
"20-04-2018","633.95","640.00","640.00","628.00","276.65K","-0.40%"
"19-04-2018","636.50","641.65","642.65","630.00","291.04K","-0.80%"
"18-04-2018","641.65","650.00","652.75","640.00","203.47K","-1.43%"
"17-04-2018","650.95","654.25","655.90","645.00","204.99K","-0.41%"
"16-04-2018","653.60","644.90","655.30","640.40","301.70K","1.66%"
"13-04-2018","642.90","644.00","652.75","638.40","309.54K","0.54%"
"12-04-2018","639.45","644.50","646.85","632.10","406.09K","-0.36%"
"11-04-2018","641.75","650.00","654.80","639.30","314.58K","-1.41%"
"10-04-2018","650.95","660.00","660.00","649.95","233.27K","-0.43%"
"09-04-2018","653.75","669.80","669.80","651.10","494.40K","-1.51%"
"06-04-2018","663.80","632.50","675.25","627.10","1.80M","4.95%"
"05-04-2018","632.50","674.55","685.15","621.61","4.54M","-5.67%"
"04-04-2018","670.53","691.00","695.36","665.99","848.62K","-1.65%"
"03-04-2018","681.76","661.97","684.66","656.79","883.12K","2.85%"
"02-04-2018","662.84","653.26","665.02","647.31","286.72K","2.35%"
"28-03-2018","647.60","662.94","671.65","643.87","492.21K","-2.55%"
"27-03-2018","664.53","664.20","676.97","660.32","326.09K","0.68%"
"26-03-2018","660.03","665.84","671.21","653.26","369.43K","-0.80%"
"23-03-2018","665.36","650.36","668.70","644.65","314.66K","0.50%"
"22-03-2018","662.02","677.45","680.07","660.13","379.75K","-1.74%"
"21-03-2018","673.73","679.39","688.10","669.81","361.41K","-0.82%"
"20-03-2018","679.29","671.74","687.03","668.02","557.92K","0.90%"
"19-03-2018","673.20","685.10","685.10","667.53","429.02K","0.53%"
"16-03-2018","669.62","689.94","704.55","666.32","493.72K","-2.76%"
"15-03-2018","688.63","674.55","699.96","674.16","694.50K","2.84%"
"14-03-2018","669.62","662.94","672.95","656.16","534.68K","2.28%"
"13-03-2018","654.71","643.58","657.61","643.58","234.06K","1.28%"
"12-03-2018","646.44","650.36","650.36","633.08","153.68K","1.03%"
"09-03-2018","639.86","638.74","652.19","634.48","224.28K","0.26%"
"08-03-2018","638.21","648.47","653.94","631.00","187.56K","-1.12%"
"07-03-2018","645.47","653.36","658.05","638.74","180.46K","-1.61%"
"06-03-2018","656.02","683.41","686.94","653.26","300.18K","-3.80%"
"05-03-2018","681.95","687.13","687.13","667.78","180.82K","-0.79%"
"01-03-2018","687.37","689.07","696.33","681.33","203.91K","-1.01%"
"28-02-2018","694.39","683.26","697.53","675.71","352.64K","1.87%"
"27-02-2018","681.62","689.36","695.65","678.37","272.82K","-0.84%"
"26-02-2018","687.42","671.16","691.97","671.16","255.48K","2.42%"
"23-02-2018","671.16","663.90","679.05","661.00","348.93K","1.81%"
"22-02-2018","659.26","681.33","681.33","655.58","811.34K","-2.46%"
"21-02-2018","675.90","706.49","706.49","670.87","507.47K","-3.38%"
"20-02-2018","699.57","709.34","715.88","694.87","288.18K","-1.42%"
"19-02-2018","709.68","702.42","717.62","695.84","532.72K","1.03%"
"16-02-2018","702.42","694.87","705.52","677.74","406.33K","1.22%"
"15-02-2018","693.96","713.16","713.16","684.37","344.35K","-0.88%"
"14-02-2018","700.10","718.97","718.97","696.81","541.51K","-2.10%"
"12-02-2018","715.10","714.23","726.13","705.52","749.67K","-0.11%"
"09-02-2018","715.92","675.52","722.50","668.31","633.99K","3.89%"
"08-02-2018","689.12","679.39","698.79","675.13","372.84K","2.73%"
"07-02-2018","670.82","665.84","675.37","656.65","532.25K","3.25%"
"06-02-2018","649.73","641.64","659.50","621.27","471.68K","-2.19%"
"05-02-2018","664.29","685.20","685.20","656.60","556.40K","-3.49%"
"02-02-2018","688.29","718.10","732.62","686.16","636.93K","-4.75%"
"01-02-2018","722.60","743.26","743.26","711.33","494.97K","-2.14%"
"31-01-2018","738.42","759.72","759.72","733.10","473.86K","-2.73%"
"30-01-2018","759.13","777.14","777.14","756.81","203.33K","-1.74%"
"29-01-2018","772.59","769.39","801.62","767.36","397.59K","1.22%"
"25-01-2018","763.25","777.33","786.52","759.86","331.27K","-1.74%"
"24-01-2018","776.75","777.14","791.07","771.33","442.63K","0.58%"
"23-01-2018","772.30","775.83","781.88","769.44","369.29K","-0.28%"
"22-01-2018","774.43","777.18","786.23","769.39","170.28K","-0.69%"
"19-01-2018","779.80","779.85","782.80","768.43","157.59K","0.47%"
"18-01-2018","776.17","779.12","791.65","768.81","229.11K","-0.05%"
"17-01-2018","776.55","784.68","784.68","766.88","269.09K","-0.56%"
"16-01-2018","780.91","789.33","794.22","775.20","227.41K","-1.04%"
"15-01-2018","789.14","801.28","803.02","786.72","146.30K","-0.98%"
"12-01-2018","796.93","802.30","804.23","789.86","237.28K","-0.43%"
"11-01-2018","800.41","796.88","807.04","796.88","147.89K","0.41%"
"10-01-2018","797.12","803.27","811.64","793.59","397.80K","-0.53%"
"09-01-2018","801.33","801.14","811.11","797.46","260.68K","-0.01%"
"08-01-2018","801.43","795.23","808.59","791.17","286.87K","1.07%"
"05-01-2018","792.96","795.62","800.75","789.14","337.23K","-0.33%"
"04-01-2018","795.57","792.14","801.72","791.70","204.52K","0.43%"
"03-01-2018","792.14","789.67","796.30","785.07","283.35K","0.21%"
"02-01-2018","790.49","797.36","800.32","783.91","187.29K","-0.55%"
"01-01-2018","794.85","795.52","808.59","791.65","205.11K","-0.20%"
